Runtime (ms):,61905
Average checktime (ms):,14.672167
Cubesize:,100
Devisions:,4
Total cells:,64

Time per collision check(ms),TimeStamp,Collisions Checked,Collisions
14,40698,1290,350
14,40712,1282,347
15,40727,1318,350
15,40742,1344,353
14,40756,1290,343
15,40771,1300,345
15,40786,1348,350
15,40801,1336,349
15,40816,1356,352
15,40831,1389,359
15,40846,1413,361
15,40861,1378,358
15,40876,1312,350
15,40891,1298,345
15,40906,1230,334
